text_id,outcome,effect,value
text38-MATH-SHORT-2512.04101v1,QI,BF_minus_WM,-0.008571428571428586
text39-MATH-SHORT-2506.11609v2,QI,BF_minus_WM,0.024285714285714265
text40-MATH-SHORT-2507.15879v2,QI,BF_minus_WM,0.01142857142857141
text41-BIO-LONG-2512.06709v1,QI,BF_minus_WM,0.02999999999999997
text42-BIO-LONG-2503.07104v1,QI,BF_minus_WM,-0.014285714285714323
text43-BIO-LONG-2506.16577v1,QI,BF_minus_WM,0.0028571428571428246
text44-BIO-LONG-2505.20052v1,QI,BF_minus_WM,0.03857142857142859
text45-BIO-LONG-2507.17897v4,QI,BF_minus_WM,-0.008571428571428586
text46-BIO-LONG-2505.05863v1,QI,BF_minus_WM,0.0014285714285713791
text47-BIO-LONG-2505.21094v1,QI,BF_minus_WM,0.02285714285714282
text48-BIO-LONG-2602.16750v1,QI,BF_minus_WM,0.024285714285714265
text49-BIO-LONG-2511.10014v1,QI,BF_minus_WM,0.030000000000000082
text50-BIO-LONG-2603.01054v1,QI,BF_minus_WM,-0.004285714285714249
text51-CS-LONG-2602.11588v1,QI,BF_minus_WM,0.004285714285714259
text52-CS-LONG-2602.15675v1,QI,BF_minus_WM,-0.018571428571428617
text53-CS-LONG-2603.02012v1,QI,BF_minus_WM,0.012857142857142878
text54-CS-LONG-2602.23006v1,QI,BF_minus_WM,-0.012857142857142834
text55-CS-LONG-2602.21625v1,QI,BF_minus_WM,0.01714285714285717
text56-CS-LONG-2602.13713v1,QI,BF_minus_WM,-0.0014285714285714457
text57-CS-LONG-2603.00079v1,QI,BF_minus_WM,0.03142857142857138
text58-CS-LONG-2603.01023v1,QI,BF_minus_WM,0.034285714285714274
text59-CS-LONG-2602.19401v1,QI,BF_minus_WM,-0.039999999999999925
text60-CS-LONG-2602.18518v1,QI,BF_minus_WM,0.014285714285714323
text61-PHY-LONG-2602.03885v1,QI,BF_minus_WM,0.0071428571428571175
text62-PHY-LONG-2511.21971v1,QI,BF_minus_WM,0.0385714285714285
text63-PHY-LONG-2512.18015v1,QI,BF_minus_WM,0.012857142857142855
text64-PHY-LONG-2602.23683v1,QI,BF_minus_WM,-0.02571428571428571
text65-PHY-LONG-2601.13267v1,QI,BF_minus_WM,0.02428571428571431
text66-PHY-LONG-2512.24566v1,QI,BF_minus_WM,-0.030000000000000006
text67-PHY-LONG-2602.07636v2,QI,BF_minus_WM,0.01571428571428566
text68-PHY-LONG-2512.18130v1,QI,BF_minus_WM,-0.05857142857142861
text69-PHY-LONG-2602.17389v1,QI,BF_minus_WM,-0.04285714285714289
text70-PHY-LONG-2602.08188v1,QI,BF_minus_WM,-0.017142857142857147
text71-MATH-LONG-2511.12781v1,QI,BF_minus_WM,-0.012857142857142878
text72-MATH-LONG-2602.06095v1,QI,BF_minus_WM,0.06285714285714288
text73-MATH-LONG-2511.18101v1,QI,BF_minus_WM,0.02571428571428571
text74-MATH-LONG-2512.15978v1,QI,BF_minus_WM,0.03857142857142855
text75-MATH-LONG-2511.22140v1,QI,BF_minus_WM,0.027142857142857114
text76-MATH-LONG-2602.20441v1,QI,BF_minus_WM,0.0014285714285714236
text77-MATH-LONG-2601.20851v2,QI,BF_minus_WM,-0.02857142857142858
text78-MATH-LONG-2512.17595v1,QI,BF_minus_WM,-0.012857142857142878
text79-MATH-LONG-2512.10129v1,QI,BF_minus_WM,0.010000000000000031
text80-MATH-LONG-2512.10507v1,QI,BF_minus_WM,0.06571428571428568
text01-BIO-SHORT-2505.02276v1,QI,HI_minus_LI,-0.01714285714285716
text02-BIO-SHORT-2507.04575v1,QI,HI_minus_LI,-0.005714285714285727
text03-BIO-SHORT-2505.11568v3,QI,HI_minus_LI,0.012857142857142855
text04-BIO-SHORT-2507.08385v1,QI,HI_minus_LI,-0.014285714285714301
text05-BIO-SHORT-2504.10973v1,QI,HI_minus_LI,-0.008571428571428596
text06-BIO-SHORT-2506.14789v1,QI,HI_minus_LI,0.0328571428571429
text07-BIO-SHORT-2506.13576v3,QI,HI_minus_LI,0.052857142857142894
text08-BIO-SHORT-2503.19923v2,QI,HI_minus_LI,-0.02142857142857142
text09-BIO-SHORT-2602.00019v1,QI,HI_minus_LI,0.07571428571428575
text10-BIO-SHORT-2506.13817v1,QI,HI_minus_LI,-0.02714285714285718
text11-CS-SHORT-2506.09194v1,QI,HI_minus_LI,-0.027142857142857114
text12-CS-SHORT-2512.19717v1,QI,HI_minus_LI,0.08428571428571426
text13-CS-SHORT-2510.04124v5,QI,HI_minus_LI,-0.018571428571428572
text14-CS-SHORT-2509.13349v2,QI,HI_minus_LI,0.055714285714285716
text15-CS-SHORT-2602.03870v1,QI,HI_minus_LI,2.2204460492503132e-17
text16-CS-SHORT-2509.06033v1,QI,HI_minus_LI,0.00714285714285714
text17-CS-SHORT-2509.16294v1,QI,HI_minus_LI,-0.050000000000000044
text18-CS-SHORT-2507.09492v1,QI,HI_minus_LI,0.0071428571428571175
text19-CS-SHORT-2509.14600v1,QI,HI_minus_LI,0.048571428571428585
text20-CS-SHORT-2503.14899v1,QI,HI_minus_LI,0.030000000000000037
text21-PHY-SHORT-2601.23079v1,QI,HI_minus_LI,-0.06000000000000001
text22-PHY-SHORT-2601.23047v1,QI,HI_minus_LI,-0.03857142857142859
text23-PHY-SHORT-2601.23057v1,QI,HI_minus_LI,0.04
text24-PHY-SHORT-2509.16741v1,QI,HI_minus_LI,-0.03142857142857146
text25-PHY-SHORT-2507.08042v1,QI,HI_minus_LI,-0.09428571428571428
text26-PHY-SHORT-2512.23538v1,QI,HI_minus_LI,-0.004285714285714293
text27-PHY-SHORT-2510.18500v1,QI,HI_minus_LI,0.024285714285714265
text28-PHY-SHORT-2508.20431v1,QI,HI_minus_LI,0.02285714285714291
text29-PHY-SHORT-2509.06825v1,QI,HI_minus_LI,-0.005714285714285739
text30-PHY-SHORT-2509.17653v2,QI,HI_minus_LI,0.1271428571428571
text31-MATH-SHORT-2511.03536v1,QI,HI_minus_LI,-4.4408920985006264e-17
text32-MATH-SHORT-2603.02088v1,QI,HI_minus_LI,-0.055714285714285695
text33-MATH-SHORT-2512.22134v3,QI,HI_minus_LI,0.04571428571428576
text34-MATH-SHORT-2509.00532v1,QI,HI_minus_LI,-0.034285714285714274
text35-MATH-SHORT-2512.06844v1,QI,HI_minus_LI,-0.040000000000000015
text36-MATH-SHORT-2503.09380v2,QI,HI_minus_LI,0.04857142857142853
text37-MATH-SHORT-2510.26426v1,QI,HI_minus_LI,-0.019999999999999997
text38-MATH-SHORT-2512.04101v1,QI,HI_minus_LI,0.02857142857142856
text39-MATH-SHORT-2506.11609v2,QI,HI_minus_LI,0.010000000000000031
text40-MATH-SHORT-2507.15879v2,QI,HI_minus_LI,-0.017142857142857106
text41-BIO-LONG-2512.06709v1,QI,HI_minus_LI,0.08142857142857138
text42-BIO-LONG-2503.07104v1,QI,HI_minus_LI,0.002857142857142847
text43-BIO-LONG-2506.16577v1,QI,HI_minus_LI,0.02000000000000004
text44-BIO-LONG-2505.20052v1,QI,HI_minus_LI,0.007142857142857184
text45-BIO-LONG-2507.17897v4,QI,HI_minus_LI,-0.014285714285714323
text46-BIO-LONG-2505.05863v1,QI,HI_minus_LI,-0.012857142857142855
text47-BIO-LONG-2505.21094v1,QI,HI_minus_LI,0.042857142857142885
text48-BIO-LONG-2602.16750v1,QI,HI_minus_LI,0.027142857142857114
text49-BIO-LONG-2511.10014v1,QI,HI_minus_LI,0.021428571428571498
text50-BIO-LONG-2603.01054v1,QI,HI_minus_LI,-0.018571428571428527
text51-CS-LONG-2602.11588v1,QI,HI_minus_LI,-0.004285714285714282
text52-CS-LONG-2602.15675v1,QI,HI_minus_LI,0.004285714285714337
text53-CS-LONG-2603.02012v1,QI,HI_minus_LI,0.004285714285714293
text54-CS-LONG-2602.23006v1,QI,HI_minus_LI,-0.0014285714285714457
text55-CS-LONG-2602.21625v1,QI,HI_minus_LI,-0.05714285714285716
text56-CS-LONG-2602.13713v1,QI,HI_minus_LI,0.027142857142857114
text57-CS-LONG-2603.00079v1,QI,HI_minus_LI,0.01714285714285706
text58-CS-LONG-2603.01023v1,QI,HI_minus_LI,-0.040000000000000015
text59-CS-LONG-2602.19401v1,QI,HI_minus_LI,-0.06857142857142857
text60-CS-LONG-2602.18518v1,QI,HI_minus_LI,0.002857142857142847
text61-PHY-LONG-2602.03885v1,QI,HI_minus_LI,-0.007142857142857162
text62-PHY-LONG-2511.21971v1,QI,HI_minus_LI,0.09571428571428561
text63-PHY-LONG-2512.18015v1,QI,HI_minus_LI,-0.00428571428571427
text64-PHY-LONG-2602.23683v1,QI,HI_minus_LI,0.002857142857142847
text65-PHY-LONG-2601.13267v1,QI,HI_minus_LI,0.12714285714285717
text66-PHY-LONG-2512.24566v1,QI,HI_minus_LI,0.00714285714285714
text67-PHY-LONG-2602.07636v2,QI,HI_minus_LI,-0.04142857142857146
text68-PHY-LONG-2512.18130v1,QI,HI_minus_LI,0.0014285714285714457
text69-PHY-LONG-2602.17389v1,QI,HI_minus_LI,-0.008571428571428574
text70-PHY-LONG-2602.08188v1,QI,HI_minus_LI,-0.0028571428571428914
text71-MATH-LONG-2511.12781v1,QI,HI_minus_LI,0.004285714285714293
text72-MATH-LONG-2602.06095v1,QI,HI_minus_LI,-0.025714285714285738
text73-MATH-LONG-2511.18101v1,QI,HI_minus_LI,0.02285714285714291
text74-MATH-LONG-2512.15978v1,QI,HI_minus_LI,0.03857142857142855
text75-MATH-LONG-2511.22140v1,QI,HI_minus_LI,0.052857142857142866
text76-MATH-LONG-2602.20441v1,QI,HI_minus_LI,0.010000000000000009
text77-MATH-LONG-2601.20851v2,QI,HI_minus_LI,0.008571428571428608
text78-MATH-LONG-2512.17595v1,QI,HI_minus_LI,0.012857142857142878
text79-MATH-LONG-2512.10129v1,QI,HI_minus_LI,0.030000000000000006
text80-MATH-LONG-2512.10507v1,QI,HI_minus_LI,0.014285714285714258
text01-BIO-SHORT-2505.02276v1,QI,HP_minus_LP,0.05142857142857139
text02-BIO-SHORT-2507.04575v1,QI,HP_minus_LP,0.03714285714285716
text03-BIO-SHORT-2505.11568v3,QI,HP_minus_LP,0.0014285714285714236
text04-BIO-SHORT-2507.08385v1,QI,HP_minus_LP,0.059999999999999984
text05-BIO-SHORT-2504.10973v1,QI,HP_minus_LP,0.059999999999999956
text06-BIO-SHORT-2506.14789v1,QI,HP_minus_LP,0.009999999999999943
text07-BIO-SHORT-2506.13576v3,QI,HP_minus_LP,-0.01571428571428566
text08-BIO-SHORT-2503.19923v2,QI,HP_minus_LP,0.018571428571428572
text09-BIO-SHORT-2602.00019v1,QI,HP_minus_LP,0.027142857142857146
text10-BIO-SHORT-2506.13817v1,QI,HP_minus_LP,0.06142857142857148
text11-CS-SHORT-2506.09194v1,QI,HP_minus_LP,-0.04714285714285713
text12-CS-SHORT-2512.19717v1,QI,HP_minus_LP,0.010000000000000054
text13-CS-SHORT-2510.04124v5,QI,HP_minus_LP,-0.021428571428571463
text14-CS-SHORT-2509.13349v2,QI,HP_minus_LP,0.024285714285714265
text15-CS-SHORT-2602.03870v1,QI,HP_minus_LP,0.014285714285714301
text16-CS-SHORT-2509.06033v1,QI,HP_minus_LP,0.055714285714285716
text17-CS-SHORT-2509.16294v1,QI,HP_minus_LP,-0.018571428571428617
text18-CS-SHORT-2507.09492v1,QI,HP_minus_LP,0.00428571428571427
text19-CS-SHORT-2509.14600v1,QI,HP_minus_LP,0.05714285714285715
text20-CS-SHORT-2503.14899v1,QI,HP_minus_LP,0.04142857142857147
text21-PHY-SHORT-2601.23079v1,QI,HP_minus_LP,0.0628571428571428
text22-PHY-SHORT-2601.23047v1,QI,HP_minus_LP,-0.024285714285714355
text23-PHY-SHORT-2601.23057v1,QI,HP_minus_LP,3.3306690738754695e-17
text24-PHY-SHORT-2509.16741v1,QI,HP_minus_LP,0.06571428571428575
text25-PHY-SHORT-2507.08042v1,QI,HP_minus_LP,0.040000000000000036
text26-PHY-SHORT-2512.23538v1,QI,HP_minus_LP,0.01571428571428568
text27-PHY-SHORT-2510.18500v1,QI,HP_minus_LP,0.058571428571428476
text28-PHY-SHORT-2508.20431v1,QI,HP_minus_LP,0.0657142857142857
text29-PHY-SHORT-2509.06825v1,QI,HP_minus_LP,0.06857142857142855
text30-PHY-SHORT-2509.17653v2,QI,HP_minus_LP,0.0671428571428572
text31-MATH-SHORT-2511.03536v1,QI,HP_minus_LP,0.04857142857142853
text32-MATH-SHORT-2603.02088v1,QI,HP_minus_LP,0.17571428571428568
text33-MATH-SHORT-2512.22134v3,QI,HP_minus_LP,0.08285714285714284
text34-MATH-SHORT-2509.00532v1,QI,HP_minus_LP,0.03428571428571418
text35-MATH-SHORT-2512.06844v1,QI,HP_minus_LP,-0.0028571428571428914
text36-MATH-SHORT-2503.09380v2,QI,HP_minus_LP,0.07999999999999999
text37-MATH-SHORT-2510.26426v1,QI,HP_minus_LP,0.042857142857142816
text38-MATH-SHORT-2512.04101v1,QI,HP_minus_LP,0.017142857142857126
text39-MATH-SHORT-2506.11609v2,QI,HP_minus_LP,0.04714285714285713
text40-MATH-SHORT-2507.15879v2,QI,HP_minus_LP,0.01142857142857141
text41-BIO-LONG-2512.06709v1,QI,HP_minus_LP,0.07571428571428565
text42-BIO-LONG-2503.07104v1,QI,HP_minus_LP,0.034285714285714294
text43-BIO-LONG-2506.16577v1,QI,HP_minus_LP,0.08
text44-BIO-LONG-2505.20052v1,QI,HP_minus_LP,0.055714285714285716
text45-BIO-LONG-2507.17897v4,QI,HP_minus_LP,-0.005714285714285694
text46-BIO-LONG-2505.05863v1,QI,HP_minus_LP,0.01857142857142855
text47-BIO-LONG-2505.21094v1,QI,HP_minus_LP,0.05142857142857138
text48-BIO-LONG-2602.16750v1,QI,HP_minus_LP,-0.004285714285714293
text49-BIO-LONG-2511.10014v1,QI,HP_minus_LP,0.03285714285714282
text50-BIO-LONG-2603.01054v1,QI,HP_minus_LP,0.06428571428571425
text51-CS-LONG-2602.11588v1,QI,HP_minus_LP,-0.0014285714285714346
text52-CS-LONG-2602.15675v1,QI,HP_minus_LP,-0.004285714285714293
text53-CS-LONG-2603.02012v1,QI,HP_minus_LP,0.030000000000000006
text54-CS-LONG-2602.23006v1,QI,HP_minus_LP,0.004285714285714293
text55-CS-LONG-2602.21625v1,QI,HP_minus_LP,0.0314285714285714
text56-CS-LONG-2602.13713v1,QI,HP_minus_LP,0.06142857142857141
text57-CS-LONG-2603.00079v1,QI,HP_minus_LP,0.05714285714285714
text58-CS-LONG-2603.01023v1,QI,HP_minus_LP,0.07714285714285715
text59-CS-LONG-2602.19401v1,QI,HP_minus_LP,-0.03142857142857138
text60-CS-LONG-2602.18518v1,QI,HP_minus_LP,-0.014285714285714323
text61-PHY-LONG-2602.03885v1,QI,HP_minus_LP,0.012857142857142855
text62-PHY-LONG-2511.21971v1,QI,HP_minus_LP,0.02999999999999996
text63-PHY-LONG-2512.18015v1,QI,HP_minus_LP,-0.0014285714285715123
text64-PHY-LONG-2602.23683v1,QI,HP_minus_LP,0.042857142857142885
text65-PHY-LONG-2601.13267v1,QI,HP_minus_LP,0.09571428571428571
text66-PHY-LONG-2512.24566v1,QI,HP_minus_LP,0.04142857142857148
text67-PHY-LONG-2602.07636v2,QI,HP_minus_LP,-0.021428571428571484
text68-PHY-LONG-2512.18130v1,QI,HP_minus_LP,0.07571428571428569
text69-PHY-LONG-2602.17389v1,QI,HP_minus_LP,0.0257142857142857
text70-PHY-LONG-2602.08188v1,QI,HP_minus_LP,0.0657142857142857
text71-MATH-LONG-2511.12781v1,QI,HP_minus_LP,0.004285714285714249
text72-MATH-LONG-2602.06095v1,QI,HP_minus_LP,0.034285714285714294
text73-MATH-LONG-2511.18101v1,QI,HP_minus_LP,-0.00857142857142854
text74-MATH-LONG-2512.15978v1,QI,HP_minus_LP,0.030000000000000006
text75-MATH-LONG-2511.22140v1,QI,HP_minus_LP,0.018571428571428572
text76-MATH-LONG-2602.20441v1,QI,HP_minus_LP,0.010000000000000009
text77-MATH-LONG-2601.20851v2,QI,HP_minus_LP,0.008571428571428608
text78-MATH-LONG-2512.17595v1,QI,HP_minus_LP,0.009999999999999986
text79-MATH-LONG-2512.10129v1,QI,HP_minus_LP,-0.030000000000000047
text80-MATH-LONG-2512.10507v1,QI,HP_minus_LP,0.07714285714285715
text01-BIO-SHORT-2505.02276v1,QI,Name_x_Inst,0.01142857142857141
text02-BIO-SHORT-2507.04575v1,QI,Name_x_Inst,-0.034285714285714274
text03-BIO-SHORT-2505.11568v3,QI,Name_x_Inst,0.02571428571428571
text04-BIO-SHORT-2507.08385v1,QI,Name_x_Inst,0.028571428571428515
text05-BIO-SHORT-2504.10973v1,QI,Name_x_Inst,-0.07428571428571436
text06-BIO-SHORT-2506.14789v1,QI,Name_x_Inst,-0.019999999999999973
text07-BIO-SHORT-2506.13576v3,QI,Name_x_Inst,0.020000000000000018
text08-BIO-SHORT-2503.19923v2,QI,Name_x_Inst,-0.00857142857142854
text09-BIO-SHORT-2602.00019v1,QI,Name_x_Inst,0.014285714285714346
text10-BIO-SHORT-2506.13817v1,QI,Name_x_Inst,0.0028571428571429356
text11-CS-SHORT-2506.09194v1,QI,Name_x_Inst,-0.13999999999999999
text12-CS-SHORT-2512.19717v1,QI,Name_x_Inst,-0.08857142857142856
text13-CS-SHORT-2510.04124v5,QI,Name_x_Inst,-0.07714285714285718
text14-CS-SHORT-2509.13349v2,QI,Name_x_Inst,-0.15142857142857147
text15-CS-SHORT-2602.03870v1,QI,Name_x_Inst,0.05142857142857138
text16-CS-SHORT-2509.06033v1,QI,Name_x_Inst,-0.03142857142857145
text17-CS-SHORT-2509.16294v1,QI,Name_x_Inst,0.05428571428571423
text18-CS-SHORT-2507.09492v1,QI,Name_x_Inst,-0.0028571428571429356
text19-CS-SHORT-2509.14600v1,QI,Name_x_Inst,0.03428571428571432
text20-CS-SHORT-2503.14899v1,QI,Name_x_Inst,-0.0485714285714286
text21-PHY-SHORT-2601.23079v1,QI,Name_x_Inst,0.02857142857142847
text22-PHY-SHORT-2601.23047v1,QI,Name_x_Inst,-0.03142857142857154
text23-PHY-SHORT-2601.23057v1,QI,Name_x_Inst,0.0857142857142857
text24-PHY-SHORT-2509.16741v1,QI,Name_x_Inst,0.04571428571428571
text25-PHY-SHORT-2507.08042v1,QI,Name_x_Inst,0.039999999999999904
text26-PHY-SHORT-2512.23538v1,QI,Name_x_Inst,-0.0028571428571428025
text27-PHY-SHORT-2510.18500v1,QI,Name_x_Inst,-0.09999999999999995
text28-PHY-SHORT-2508.20431v1,QI,Name_x_Inst,0.005714285714285694
text29-PHY-SHORT-2509.06825v1,QI,Name_x_Inst,0.011428571428571389
text30-PHY-SHORT-2509.17653v2,QI,Name_x_Inst,-0.020000000000000063
text31-MATH-SHORT-2511.03536v1,QI,Name_x_Inst,0.022857142857142954
text32-MATH-SHORT-2603.02088v1,QI,Name_x_Inst,-0.01428571428571419
text33-MATH-SHORT-2512.22134v3,QI,Name_x_Inst,-0.07999999999999996
text34-MATH-SHORT-2509.00532v1,QI,Name_x_Inst,-0.017142857142857036
text35-MATH-SHORT-2512.06844v1,QI,Name_x_Inst,0.10285714285714284
text36-MATH-SHORT-2503.09380v2,QI,Name_x_Inst,-0.01714285714285717
text37-MATH-SHORT-2510.26426v1,QI,Name_x_Inst,0.028571428571428602
text38-MATH-SHORT-2512.04101v1,QI,Name_x_Inst,0.01714285714285717
text39-MATH-SHORT-2506.11609v2,QI,Name_x_Inst,-0.0028571428571428025
text40-MATH-SHORT-2507.15879v2,QI,Name_x_Inst,-0.011428571428571344
text41-BIO-LONG-2512.06709v1,QI,Name_x_Inst,0.014285714285714346
text42-BIO-LONG-2503.07104v1,QI,Name_x_Inst,0.01714285714285717
text43-BIO-LONG-2506.16577v1,QI,Name_x_Inst,-0.034285714285714385
text44-BIO-LONG-2505.20052v1,QI,Name_x_Inst,0.08857142857142856
text45-BIO-LONG-2507.17897v4,QI,Name_x_Inst,0.03428571428571425
text46-BIO-LONG-2505.05863v1,QI,Name_x_Inst,-0.037142857142857186
text47-BIO-LONG-2505.21094v1,QI,Name_x_Inst,0.02857142857142856
text48-BIO-LONG-2602.16750v1,QI,Name_x_Inst,-0.04857142857142853
text49-BIO-LONG-2511.10014v1,QI,Name_x_Inst,0.019999999999999952
text50-BIO-LONG-2603.01054v1,QI,Name_x_Inst,0.0028571428571428914
text51-CS-LONG-2602.11588v1,QI,Name_x_Inst,0.008571428571428608
text52-CS-LONG-2602.15675v1,QI,Name_x_Inst,0.008571428571428674
text53-CS-LONG-2603.02012v1,QI,Name_x_Inst,-0.05428571428571431
text54-CS-LONG-2602.23006v1,QI,Name_x_Inst,0.019999999999999973
text55-CS-LONG-2602.21625v1,QI,Name_x_Inst,-0.08571428571428585
text56-CS-LONG-2602.13713v1,QI,Name_x_Inst,-0.008571428571428586
text57-CS-LONG-2603.00079v1,QI,Name_x_Inst,-0.05714285714285725
text58-CS-LONG-2603.01023v1,QI,Name_x_Inst,-0.034285714285714294
text59-CS-LONG-2602.19401v1,QI,Name_x_Inst,-0.005714285714285739
text60-CS-LONG-2602.18518v1,QI,Name_x_Inst,0.0
text61-PHY-LONG-2602.03885v1,QI,Name_x_Inst,-0.020000000000000018
text62-PHY-LONG-2511.21971v1,QI,Name_x_Inst,0.05428571428571423
text63-PHY-LONG-2512.18015v1,QI,Name_x_Inst,0.037142857142857186
text64-PHY-LONG-2602.23683v1,QI,Name_x_Inst,-0.028571428571428647
text65-PHY-LONG-2601.13267v1,QI,Name_x_Inst,-0.0657142857142858
text66-PHY-LONG-2512.24566v1,QI,Name_x_Inst,0.04285714285714293
text67-PHY-LONG-2602.07636v2,QI,Name_x_Inst,-0.07142857142857136
text68-PHY-LONG-2512.18130v1,QI,Name_x_Inst,-0.020000000000000063
text69-PHY-LONG-2602.17389v1,QI,Name_x_Inst,0.03428571428571423
text70-PHY-LONG-2602.08188v1,QI,Name_x_Inst,-4.4408920985006264e-17
text71-MATH-LONG-2511.12781v1,QI,Name_x_Inst,-0.037142857142857234
text72-MATH-LONG-2602.06095v1,QI,Name_x_Inst,-0.03428571428571424
text73-MATH-LONG-2511.18101v1,QI,Name_x_Inst,0.15428571428571428
text74-MATH-LONG-2512.15978v1,QI,Name_x_Inst,-0.037142857142857144
text75-MATH-LONG-2511.22140v1,QI,Name_x_Inst,0.0028571428571428025
text76-MATH-LONG-2602.20441v1,QI,Name_x_Inst,0.0028571428571429356
text77-MATH-LONG-2601.20851v2,QI,Name_x_Inst,0.045714285714285686
text78-MATH-LONG-2512.17595v1,QI,Name_x_Inst,0.09428571428571417
text79-MATH-LONG-2512.10129v1,QI,Name_x_Inst,-0.02571428571428567
text80-MATH-LONG-2512.10507v1,QI,Name_x_Inst,0.039999999999999813
text01-BIO-SHORT-2505.02276v1,QI,Name_x_Bibliometrics,0.08
text02-BIO-SHORT-2507.04575v1,QI,Name_x_Bibliometrics,-0.06285714285714283
text03-BIO-SHORT-2505.11568v3,QI,Name_x_Bibliometrics,-0.042857142857142885
text04-BIO-SHORT-2507.08385v1,QI,Name_x_Bibliometrics,-0.05142857142857138
text05-BIO-SHORT-2504.10973v1,QI,Name_x_Bibliometrics,0.10857142857142847
text06-BIO-SHORT-2506.14789v1,QI,Name_x_Bibliometrics,0.05999999999999992
text07-BIO-SHORT-2506.13576v3,QI,Name_x_Bibliometrics,-0.014285714285714412
text08-BIO-SHORT-2503.19923v2,QI,Name_x_Bibliometrics,-0.020000000000000018
text09-BIO-SHORT-2602.00019v1,QI,Name_x_Bibliometrics,0.042857142857142774
text10-BIO-SHORT-2506.13817v1,QI,Name_x_Bibliometrics,0.00857142857142854
text11-CS-SHORT-2506.09194v1,QI,Name_x_Bibliometrics,0.17428571428571443
text12-CS-SHORT-2512.19717v1,QI,Name_x_Bibliometrics,0.01428571428571428
text13-CS-SHORT-2510.04124v5,QI,Name_x_Bibliometrics,-0.01428571428571428
text14-CS-SHORT-2509.13349v2,QI,Name_x_Bibliometrics,0.037142857142857054
text15-CS-SHORT-2602.03870v1,QI,Name_x_Bibliometrics,0.011428571428571432
text16-CS-SHORT-2509.06033v1,QI,Name_x_Bibliometrics,-0.07142857142857148
text17-CS-SHORT-2509.16294v1,QI,Name_x_Bibliometrics,0.0028571428571427583
text18-CS-SHORT-2507.09492v1,QI,Name_x_Bibliometrics,-0.020000000000000018
text19-CS-SHORT-2509.14600v1,QI,Name_x_Bibliometrics,0.05142857142857127
text20-CS-SHORT-2503.14899v1,QI,Name_x_Bibliometrics,-0.10571428571428562
text21-PHY-SHORT-2601.23079v1,QI,Name_x_Bibliometrics,0.10285714285714294
