text_id,outcome,effect,value
text26-PHY-SHORT-2512.23538v1,QI,BF_minus_WM,0.005952380952380913
text27-PHY-SHORT-2510.18500v1,QI,BF_minus_WM,0.028571428571428543
text28-PHY-SHORT-2508.20431v1,QI,BF_minus_WM,-3.700743415417188e-17
text29-PHY-SHORT-2509.06825v1,QI,BF_minus_WM,-0.011904761904761899
text30-PHY-SHORT-2509.17653v2,QI,BF_minus_WM,0.057142857142857155
text31-MATH-SHORT-2511.03536v1,QI,BF_minus_WM,-0.047619047619047596
text32-MATH-SHORT-2603.02088v1,QI,BF_minus_WM,0.027380952380952412
text33-MATH-SHORT-2512.22134v3,QI,BF_minus_WM,-0.02261904761904764
text34-MATH-SHORT-2509.00532v1,QI,BF_minus_WM,-0.07976190476190478
text35-MATH-SHORT-2512.06844v1,QI,BF_minus_WM,0.015476190476190477
text36-MATH-SHORT-2503.09380v2,QI,BF_minus_WM,-0.015476190476190477
text37-MATH-SHORT-2510.26426v1,QI,BF_minus_WM,0.04642857142857144
text38-MATH-SHORT-2512.04101v1,QI,BF_minus_WM,0.0047619047619047545
text39-MATH-SHORT-2506.11609v2,QI,BF_minus_WM,-0.0035714285714285774
text40-MATH-SHORT-2507.15879v2,QI,BF_minus_WM,0.009523809523809509
text41-BIO-LONG-2512.06709v1,QI,BF_minus_WM,0.04285714285714284
text42-BIO-LONG-2503.07104v1,QI,BF_minus_WM,-0.011904761904761937
text43-BIO-LONG-2506.16577v1,QI,BF_minus_WM,0.002380952380952354
text44-BIO-LONG-2505.20052v1,QI,BF_minus_WM,0.03214285714285716
text45-BIO-LONG-2507.17897v4,QI,BF_minus_WM,-0.007142857142857155
text46-BIO-LONG-2505.05863v1,QI,BF_minus_WM,0.0011904761904761492
text47-BIO-LONG-2505.21094v1,QI,BF_minus_WM,0.1797619047619047
text48-BIO-LONG-2602.16750v1,QI,BF_minus_WM,0.02619047619047617
text49-BIO-LONG-2511.10014v1,QI,BF_minus_WM,0.025000000000000067
text50-BIO-LONG-2603.01054v1,QI,BF_minus_WM,-0.00357142857142854
text51-CS-LONG-2602.11588v1,QI,BF_minus_WM,-0.020238095238095267
text52-CS-LONG-2602.15675v1,QI,BF_minus_WM,-0.015476190476190513
text53-CS-LONG-2603.02012v1,QI,BF_minus_WM,0.010714285714285732
text54-CS-LONG-2602.23006v1,QI,BF_minus_WM,0.025000000000000022
text55-CS-LONG-2602.21625v1,QI,BF_minus_WM,0.01428571428571431
text56-CS-LONG-2602.13713v1,QI,BF_minus_WM,-0.0011904761904762047
text57-CS-LONG-2603.00079v1,QI,BF_minus_WM,0.026190476190476153
text58-CS-LONG-2603.01023v1,QI,BF_minus_WM,0.028571428571428564
text59-CS-LONG-2602.19401v1,QI,BF_minus_WM,-0.03333333333333327
text60-CS-LONG-2602.18518v1,QI,BF_minus_WM,0.017857142857142887
text61-PHY-LONG-2602.03885v1,QI,BF_minus_WM,0.005952380952380931
text62-PHY-LONG-2511.21971v1,QI,BF_minus_WM,0.032142857142857084
text63-PHY-LONG-2512.18015v1,QI,BF_minus_WM,0.010714285714285713
text64-PHY-LONG-2602.23683v1,QI,BF_minus_WM,-0.021428571428571425
text65-PHY-LONG-2601.13267v1,QI,BF_minus_WM,0.03214285714285716
text66-PHY-LONG-2512.24566v1,QI,BF_minus_WM,-0.025000000000000005
text67-PHY-LONG-2602.07636v2,QI,BF_minus_WM,0.030952380952380926
text68-PHY-LONG-2512.18130v1,QI,BF_minus_WM,-0.03095238095238098
text69-PHY-LONG-2602.17389v1,QI,BF_minus_WM,-0.03571428571428575
text70-PHY-LONG-2602.08188v1,QI,BF_minus_WM,-0.01428571428571429
text71-MATH-LONG-2511.12781v1,QI,BF_minus_WM,-0.010714285714285732
text72-MATH-LONG-2602.06095v1,QI,BF_minus_WM,0.052380952380952396
text73-MATH-LONG-2511.18101v1,QI,BF_minus_WM,-0.014285714285714271
text74-MATH-LONG-2512.15978v1,QI,BF_minus_WM,0.03214285714285712
text75-MATH-LONG-2511.22140v1,QI,BF_minus_WM,0.004761904761904745
text76-MATH-LONG-2602.20441v1,QI,BF_minus_WM,-0.022619047619047622
text77-MATH-LONG-2601.20851v2,QI,BF_minus_WM,-0.03571428571428572
text78-MATH-LONG-2512.17595v1,QI,BF_minus_WM,-0.004761904761904773
text79-MATH-LONG-2512.10129v1,QI,BF_minus_WM,0.00833333333333336
text80-MATH-LONG-2512.10507v1,QI,BF_minus_WM,0.054761904761904734
text01-BIO-SHORT-2505.02276v1,QI,HI_minus_LI,-0.0142857142857143
text02-BIO-SHORT-2507.04575v1,QI,HI_minus_LI,-0.016666666666666673
text03-BIO-SHORT-2505.11568v3,QI,HI_minus_LI,0.010714285714285713
text04-BIO-SHORT-2507.08385v1,QI,HI_minus_LI,-9.25185853854297e-18
text05-BIO-SHORT-2504.10973v1,QI,HI_minus_LI,-0.0071428571428571635
text06-BIO-SHORT-2506.14789v1,QI,HI_minus_LI,0.015476190476190504
text07-BIO-SHORT-2506.13576v3,QI,HI_minus_LI,0.04404761904761908
text08-BIO-SHORT-2503.19923v2,QI,HI_minus_LI,-0.011904761904761895
text09-BIO-SHORT-2602.00019v1,QI,HI_minus_LI,0.0035714285714286234
text10-BIO-SHORT-2506.13817v1,QI,HI_minus_LI,-0.01071428571428574
text11-CS-SHORT-2506.09194v1,QI,HI_minus_LI,-0.022619047619047594
text12-CS-SHORT-2512.19717v1,QI,HI_minus_LI,0.06428571428571427
text13-CS-SHORT-2510.04124v5,QI,HI_minus_LI,-0.015476190476190477
text14-CS-SHORT-2509.13349v2,QI,HI_minus_LI,0.010714285714285723
text15-CS-SHORT-2602.03870v1,QI,HI_minus_LI,-0.01190476190476189
text16-CS-SHORT-2509.06033v1,QI,HI_minus_LI,0.011904761904761899
text17-CS-SHORT-2509.16294v1,QI,HI_minus_LI,-0.06547619047619051
text18-CS-SHORT-2507.09492v1,QI,HI_minus_LI,-0.017857142857142877
text19-CS-SHORT-2509.14600v1,QI,HI_minus_LI,-0.07857142857142854
text20-CS-SHORT-2503.14899v1,QI,HI_minus_LI,0.07261904761904765
text21-PHY-SHORT-2601.23079v1,QI,HI_minus_LI,-0.05000000000000001
text22-PHY-SHORT-2601.23047v1,QI,HI_minus_LI,-0.01428571428571429
text23-PHY-SHORT-2601.23057v1,QI,HI_minus_LI,0.03333333333333333
text24-PHY-SHORT-2509.16741v1,QI,HI_minus_LI,-0.008333333333333361
text25-PHY-SHORT-2507.08042v1,QI,HI_minus_LI,-0.27499999999999997
text26-PHY-SHORT-2512.23538v1,QI,HI_minus_LI,-0.0035714285714285774
text27-PHY-SHORT-2510.18500v1,QI,HI_minus_LI,0.02619047619047617
text28-PHY-SHORT-2508.20431v1,QI,HI_minus_LI,0.01904761904761909
text29-PHY-SHORT-2509.06825v1,QI,HI_minus_LI,-0.004761904761904782
text30-PHY-SHORT-2509.17653v2,QI,HI_minus_LI,0.12380952380952377
text31-MATH-SHORT-2511.03536v1,QI,HI_minus_LI,-3.700743415417188e-17
text32-MATH-SHORT-2603.02088v1,QI,HI_minus_LI,-0.04642857142857141
text33-MATH-SHORT-2512.22134v3,QI,HI_minus_LI,0.044047619047619085
text34-MATH-SHORT-2509.00532v1,QI,HI_minus_LI,0.04880952380952381
text35-MATH-SHORT-2512.06844v1,QI,HI_minus_LI,-0.027380952380952395
text36-MATH-SHORT-2503.09380v2,QI,HI_minus_LI,0.03452380952380949
text37-MATH-SHORT-2510.26426v1,QI,HI_minus_LI,-0.022619047619047622
text38-MATH-SHORT-2512.04101v1,QI,HI_minus_LI,0.01190476190476189
text39-MATH-SHORT-2506.11609v2,QI,HI_minus_LI,0.00833333333333336
text40-MATH-SHORT-2507.15879v2,QI,HI_minus_LI,-0.014285714285714254
text41-BIO-LONG-2512.06709v1,QI,HI_minus_LI,0.08571428571428567
text42-BIO-LONG-2503.07104v1,QI,HI_minus_LI,0.0023809523809523725
text43-BIO-LONG-2506.16577v1,QI,HI_minus_LI,0.0166666666666667
text44-BIO-LONG-2505.20052v1,QI,HI_minus_LI,0.005952380952380987
text45-BIO-LONG-2507.17897v4,QI,HI_minus_LI,-0.011904761904761937
text46-BIO-LONG-2505.05863v1,QI,HI_minus_LI,-0.010714285714285713
text47-BIO-LONG-2505.21094v1,QI,HI_minus_LI,0.19642857142857142
text48-BIO-LONG-2602.16750v1,QI,HI_minus_LI,0.004761904761904745
text49-BIO-LONG-2511.10014v1,QI,HI_minus_LI,0.017857142857142915
text50-BIO-LONG-2603.01054v1,QI,HI_minus_LI,-0.01547619047619044
text51-CS-LONG-2602.11588v1,QI,HI_minus_LI,-0.027380952380952384
text52-CS-LONG-2602.15675v1,QI,HI_minus_LI,0.0035714285714286143
text53-CS-LONG-2603.02012v1,QI,HI_minus_LI,0.0035714285714285774
text54-CS-LONG-2602.23006v1,QI,HI_minus_LI,-0.0011904761904762047
text55-CS-LONG-2602.21625v1,QI,HI_minus_LI,-0.04761904761904764
text56-CS-LONG-2602.13713v1,QI,HI_minus_LI,0.022619047619047594
text57-CS-LONG-2603.00079v1,QI,HI_minus_LI,0.014285714285714216
text58-CS-LONG-2603.01023v1,QI,HI_minus_LI,-0.03333333333333335
text59-CS-LONG-2602.19401v1,QI,HI_minus_LI,-0.05714285714285714
text60-CS-LONG-2602.18518v1,QI,HI_minus_LI,-0.015476190476190477
text61-PHY-LONG-2602.03885v1,QI,HI_minus_LI,-0.0059523809523809685
text62-PHY-LONG-2511.21971v1,QI,HI_minus_LI,0.07976190476190469
text63-PHY-LONG-2512.18015v1,QI,HI_minus_LI,-0.0035714285714285587
text64-PHY-LONG-2602.23683v1,QI,HI_minus_LI,0.0023809523809523725
text65-PHY-LONG-2601.13267v1,QI,HI_minus_LI,0.11785714285714287
text66-PHY-LONG-2512.24566v1,QI,HI_minus_LI,0.0059523809523809494
text67-PHY-LONG-2602.07636v2,QI,HI_minus_LI,-0.02857142857142859
text68-PHY-LONG-2512.18130v1,QI,HI_minus_LI,-0.05238095238095237
text69-PHY-LONG-2602.17389v1,QI,HI_minus_LI,-0.007142857142857145
text70-PHY-LONG-2602.08188v1,QI,HI_minus_LI,-0.0023809523809524094
text71-MATH-LONG-2511.12781v1,QI,HI_minus_LI,0.0035714285714285774
text72-MATH-LONG-2602.06095v1,QI,HI_minus_LI,-0.02142857142857145
text73-MATH-LONG-2511.18101v1,QI,HI_minus_LI,0.01904761904761909
text74-MATH-LONG-2512.15978v1,QI,HI_minus_LI,0.03214285714285712
text75-MATH-LONG-2511.22140v1,QI,HI_minus_LI,0.05000000000000001
text76-MATH-LONG-2602.20441v1,QI,HI_minus_LI,0.008333333333333331
text77-MATH-LONG-2601.20851v2,QI,HI_minus_LI,0.019047619047619074
text78-MATH-LONG-2512.17595v1,QI,HI_minus_LI,0.01666666666666669
text79-MATH-LONG-2512.10129v1,QI,HI_minus_LI,0.025000000000000005
text80-MATH-LONG-2512.10507v1,QI,HI_minus_LI,0.03571428571428572
text01-BIO-SHORT-2505.02276v1,QI,HP_minus_LP,0.04285714285714282
text02-BIO-SHORT-2507.04575v1,QI,HP_minus_LP,0.030952380952380964
text03-BIO-SHORT-2505.11568v3,QI,HP_minus_LP,0.0011904761904761862
text04-BIO-SHORT-2507.08385v1,QI,HP_minus_LP,0.03809523809523808
text05-BIO-SHORT-2504.10973v1,QI,HP_minus_LP,0.04999999999999996
text06-BIO-SHORT-2506.14789v1,QI,HP_minus_LP,0.020238095238095194
text07-BIO-SHORT-2506.13576v3,QI,HP_minus_LP,-0.013095238095238049
text08-BIO-SHORT-2503.19923v2,QI,HP_minus_LP,0.021428571428571432
text09-BIO-SHORT-2602.00019v1,QI,HP_minus_LP,0.022619047619047622
text10-BIO-SHORT-2506.13817v1,QI,HP_minus_LP,0.06309523809523813
text11-CS-SHORT-2506.09194v1,QI,HP_minus_LP,-0.03928571428571428
text12-CS-SHORT-2512.19717v1,QI,HP_minus_LP,0.050000000000000044
text13-CS-SHORT-2510.04124v5,QI,HP_minus_LP,-0.017857142857142887
text14-CS-SHORT-2509.13349v2,QI,HP_minus_LP,0.03214285714285713
text15-CS-SHORT-2602.03870v1,QI,HP_minus_LP,9.25185853854297e-18
text16-CS-SHORT-2509.06033v1,QI,HP_minus_LP,0.04047619047619048
text17-CS-SHORT-2509.16294v1,QI,HP_minus_LP,-0.015476190476190513
text18-CS-SHORT-2507.09492v1,QI,HP_minus_LP,0.027380952380952367
text19-CS-SHORT-2509.14600v1,QI,HP_minus_LP,0.059523809523809534
text20-CS-SHORT-2503.14899v1,QI,HP_minus_LP,-0.1321428571428571
text21-PHY-SHORT-2601.23079v1,QI,HP_minus_LP,0.05238095238095234
text22-PHY-SHORT-2601.23047v1,QI,HP_minus_LP,-0.014285714285714327
text23-PHY-SHORT-2601.23057v1,QI,HP_minus_LP,2.7755575615628914e-17
text24-PHY-SHORT-2509.16741v1,QI,HP_minus_LP,0.06071428571428575
text25-PHY-SHORT-2507.08042v1,QI,HP_minus_LP,0.027380952380952405
text26-PHY-SHORT-2512.23538v1,QI,HP_minus_LP,0.013095238095238068
text27-PHY-SHORT-2510.18500v1,QI,HP_minus_LP,0.04285714285714278
text28-PHY-SHORT-2508.20431v1,QI,HP_minus_LP,0.054761904761904755
text29-PHY-SHORT-2509.06825v1,QI,HP_minus_LP,0.05714285714285713
text30-PHY-SHORT-2509.17653v2,QI,HP_minus_LP,0.07380952380952385
text31-MATH-SHORT-2511.03536v1,QI,HP_minus_LP,0.04047619047619044
text32-MATH-SHORT-2603.02088v1,QI,HP_minus_LP,0.1464285714285714
text33-MATH-SHORT-2512.22134v3,QI,HP_minus_LP,0.06309523809523808
text34-MATH-SHORT-2509.00532v1,QI,HP_minus_LP,0.058333333333333244
text35-MATH-SHORT-2512.06844v1,QI,HP_minus_LP,-0.00833333333333336
text36-MATH-SHORT-2503.09380v2,QI,HP_minus_LP,0.0607142857142857
text37-MATH-SHORT-2510.26426v1,QI,HP_minus_LP,0.04166666666666664
text38-MATH-SHORT-2512.04101v1,QI,HP_minus_LP,0.02619047619047618
text39-MATH-SHORT-2506.11609v2,QI,HP_minus_LP,0.03928571428571428
text40-MATH-SHORT-2507.15879v2,QI,HP_minus_LP,0.009523809523809509
text41-BIO-LONG-2512.06709v1,QI,HP_minus_LP,0.04523809523809519
text42-BIO-LONG-2503.07104v1,QI,HP_minus_LP,0.02857142857142858
text43-BIO-LONG-2506.16577v1,QI,HP_minus_LP,0.06666666666666667
text44-BIO-LONG-2505.20052v1,QI,HP_minus_LP,0.04642857142857143
text45-BIO-LONG-2507.17897v4,QI,HP_minus_LP,-0.004761904761904745
text46-BIO-LONG-2505.05863v1,QI,HP_minus_LP,0.015476190476190458
text47-BIO-LONG-2505.21094v1,QI,HP_minus_LP,0.04880952380952377
text48-BIO-LONG-2602.16750v1,QI,HP_minus_LP,0.0023809523809523725
text49-BIO-LONG-2511.10014v1,QI,HP_minus_LP,0.02738095238095235
text50-BIO-LONG-2603.01054v1,QI,HP_minus_LP,0.05357142857142855
text51-CS-LONG-2602.11588v1,QI,HP_minus_LP,-0.0011904761904761956
text52-CS-LONG-2602.15675v1,QI,HP_minus_LP,-0.0035714285714285774
text53-CS-LONG-2603.02012v1,QI,HP_minus_LP,0.025000000000000005
text54-CS-LONG-2602.23006v1,QI,HP_minus_LP,0.03928571428571429
text55-CS-LONG-2602.21625v1,QI,HP_minus_LP,0.02619047619047617
text56-CS-LONG-2602.13713v1,QI,HP_minus_LP,0.051190476190476175
text57-CS-LONG-2603.00079v1,QI,HP_minus_LP,0.07142857142857142
text58-CS-LONG-2603.01023v1,QI,HP_minus_LP,0.0642857142857143
text59-CS-LONG-2602.19401v1,QI,HP_minus_LP,-0.026190476190476153
text60-CS-LONG-2602.18518v1,QI,HP_minus_LP,-0.017857142857142887
text61-PHY-LONG-2602.03885v1,QI,HP_minus_LP,0.010714285714285713
text62-PHY-LONG-2511.21971v1,QI,HP_minus_LP,0.024999999999999967
text63-PHY-LONG-2512.18015v1,QI,HP_minus_LP,-0.0011904761904762602
text64-PHY-LONG-2602.23683v1,QI,HP_minus_LP,0.03571428571428573
text65-PHY-LONG-2601.13267v1,QI,HP_minus_LP,0.07976190476190476
text66-PHY-LONG-2512.24566v1,QI,HP_minus_LP,0.03452380952380957
text67-PHY-LONG-2602.07636v2,QI,HP_minus_LP,-0.011904761904761946
text68-PHY-LONG-2512.18130v1,QI,HP_minus_LP,0.08095238095238093
text69-PHY-LONG-2602.17389v1,QI,HP_minus_LP,0.02142857142857142
text70-PHY-LONG-2602.08188v1,QI,HP_minus_LP,0.054761904761904755
text71-MATH-LONG-2511.12781v1,QI,HP_minus_LP,0.00357142857142854
text72-MATH-LONG-2602.06095v1,QI,HP_minus_LP,0.02857142857142858
text73-MATH-LONG-2511.18101v1,QI,HP_minus_LP,0.02857142857142858
text74-MATH-LONG-2512.15978v1,QI,HP_minus_LP,0.025000000000000005
text75-MATH-LONG-2511.22140v1,QI,HP_minus_LP,0.009523809523809526
text76-MATH-LONG-2602.20441v1,QI,HP_minus_LP,0.02023809523809525
text77-MATH-LONG-2601.20851v2,QI,HP_minus_LP,0.007142857142857173
text78-MATH-LONG-2512.17595v1,QI,HP_minus_LP,0.014285714285714282
text79-MATH-LONG-2512.10129v1,QI,HP_minus_LP,-0.02500000000000004
text80-MATH-LONG-2512.10507v1,QI,HP_minus_LP,0.0642857142857143
text01-BIO-SHORT-2505.02276v1,QI,Name_x_Inst,0.009523809523809509
text02-BIO-SHORT-2507.04575v1,QI,Name_x_Inst,-0.028571428571428564
text03-BIO-SHORT-2505.11568v3,QI,Name_x_Inst,0.021428571428571425
text04-BIO-SHORT-2507.08385v1,QI,Name_x_Inst,0.04761904761904758
text05-BIO-SHORT-2504.10973v1,QI,Name_x_Inst,-0.06190476190476196
text06-BIO-SHORT-2506.14789v1,QI,Name_x_Inst,-0.040476190476190464
text07-BIO-SHORT-2506.13576v3,QI,Name_x_Inst,0.01666666666666668
text08-BIO-SHORT-2503.19923v2,QI,Name_x_Inst,-0.019047619047619025
text09-BIO-SHORT-2602.00019v1,QI,Name_x_Inst,-0.011904761904761843
text10-BIO-SHORT-2506.13817v1,QI,Name_x_Inst,0.026190476190476264
text11-CS-SHORT-2506.09194v1,QI,Name_x_Inst,-0.11666666666666665
text12-CS-SHORT-2512.19717v1,QI,Name_x_Inst,-0.15714285714285714
text13-CS-SHORT-2510.04124v5,QI,Name_x_Inst,-0.06428571428571432
text14-CS-SHORT-2509.13349v2,QI,Name_x_Inst,-0.19761904761904758
text15-CS-SHORT-2602.03870v1,QI,Name_x_Inst,0.019047619047618997
text16-CS-SHORT-2509.06033v1,QI,Name_x_Inst,-0.01428571428571431
text17-CS-SHORT-2509.16294v1,QI,Name_x_Inst,0.0928571428571428
text18-CS-SHORT-2507.09492v1,QI,Name_x_Inst,-0.050000000000000065
text19-CS-SHORT-2509.14600v1,QI,Name_x_Inst,0.02857142857142858
text20-CS-SHORT-2503.14899v1,QI,Name_x_Inst,0.10238095238095234
text21-PHY-SHORT-2601.23079v1,QI,Name_x_Inst,0.023809523809523725
text22-PHY-SHORT-2601.23047v1,QI,Name_x_Inst,-0.06190476190476202
text23-PHY-SHORT-2601.23057v1,QI,Name_x_Inst,0.07142857142857141
text24-PHY-SHORT-2509.16741v1,QI,Name_x_Inst,0.04999999999999999
text25-PHY-SHORT-2507.08042v1,QI,Name_x_Inst,0.4499999999999999
text26-PHY-SHORT-2512.23538v1,QI,Name_x_Inst,-0.0023809523809523356
text27-PHY-SHORT-2510.18500v1,QI,Name_x_Inst,-0.0714285714285714
text28-PHY-SHORT-2508.20431v1,QI,Name_x_Inst,0.004761904761904745
text29-PHY-SHORT-2509.06825v1,QI,Name_x_Inst,0.00952380952380949
text30-PHY-SHORT-2509.17653v2,QI,Name_x_Inst,0.019047619047618997
text31-MATH-SHORT-2511.03536v1,QI,Name_x_Inst,0.01904761904761913
text32-MATH-SHORT-2603.02088v1,QI,Name_x_Inst,-0.011904761904761826
text33-MATH-SHORT-2512.22134v3,QI,Name_x_Inst,-0.0785714285714285
text34-MATH-SHORT-2509.00532v1,QI,Name_x_Inst,-0.16904761904761897
text35-MATH-SHORT-2512.06844v1,QI,Name_x_Inst,0.07380952380952381
text36-MATH-SHORT-2503.09380v2,QI,Name_x_Inst,-0.0023809523809524094
text37-MATH-SHORT-2510.26426v1,QI,Name_x_Inst,0.011904761904761918
text38-MATH-SHORT-2512.04101v1,QI,Name_x_Inst,0.038095238095238126
text39-MATH-SHORT-2506.11609v2,QI,Name_x_Inst,-0.0023809523809523356
text40-MATH-SHORT-2507.15879v2,QI,Name_x_Inst,-0.009523809523809454
text41-BIO-LONG-2512.06709v1,QI,Name_x_Inst,-0.04761904761904757
text42-BIO-LONG-2503.07104v1,QI,Name_x_Inst,0.01428571428571431
text43-BIO-LONG-2506.16577v1,QI,Name_x_Inst,-0.028571428571428654
text44-BIO-LONG-2505.20052v1,QI,Name_x_Inst,0.07380952380952381
text45-BIO-LONG-2507.17897v4,QI,Name_x_Inst,0.028571428571428543
text46-BIO-LONG-2505.05863v1,QI,Name_x_Inst,-0.03095238095238099
text47-BIO-LONG-2505.21094v1,QI,Name_x_Inst,0.3452380952380952
text48-BIO-LONG-2602.16750v1,QI,Name_x_Inst,-0.07619047619047614
text49-BIO-LONG-2511.10014v1,QI,Name_x_Inst,0.016666666666666625
text50-BIO-LONG-2603.01054v1,QI,Name_x_Inst,0.0023809523809524094
text51-CS-LONG-2602.11588v1,QI,Name_x_Inst,-0.040476190476190464
text52-CS-LONG-2602.15675v1,QI,Name_x_Inst,0.0071428571428572285
text53-CS-LONG-2603.02012v1,QI,Name_x_Inst,-0.045238095238095265
text54-CS-LONG-2602.23006v1,QI,Name_x_Inst,0.016666666666666646
text55-CS-LONG-2602.21625v1,QI,Name_x_Inst,-0.07142857142857155
text56-CS-LONG-2602.13713v1,QI,Name_x_Inst,-0.007142857142857155
text57-CS-LONG-2603.00079v1,QI,Name_x_Inst,-9.251858538542972e-17
text58-CS-LONG-2603.01023v1,QI,Name_x_Inst,-0.02857142857142858
text59-CS-LONG-2602.19401v1,QI,Name_x_Inst,-0.004761904761904782
text60-CS-LONG-2602.18518v1,QI,Name_x_Inst,-0.011904761904761899
text61-PHY-LONG-2602.03885v1,QI,Name_x_Inst,-0.01666666666666668
text62-PHY-LONG-2511.21971v1,QI,Name_x_Inst,0.04523809523809519
text63-PHY-LONG-2512.18015v1,QI,Name_x_Inst,0.03095238095238099
text64-PHY-LONG-2602.23683v1,QI,Name_x_Inst,-0.023809523809523874
text65-PHY-LONG-2601.13267v1,QI,Name_x_Inst,-0.030952380952381026
text66-PHY-LONG-2512.24566v1,QI,Name_x_Inst,0.035714285714285775
text67-PHY-LONG-2602.07636v2,QI,Name_x_Inst,-0.07142857142857138
text68-PHY-LONG-2512.18130v1,QI,Name_x_Inst,-0.05238095238095244
text69-PHY-LONG-2602.17389v1,QI,Name_x_Inst,0.028571428571428525
text70-PHY-LONG-2602.08188v1,QI,Name_x_Inst,-3.700743415417188e-17
text71-MATH-LONG-2511.12781v1,QI,Name_x_Inst,-0.030952380952381026
text72-MATH-LONG-2602.06095v1,QI,Name_x_Inst,-0.29047619047619044
text73-MATH-LONG-2511.18101v1,QI,Name_x_Inst,0.12857142857142856
text74-MATH-LONG-2512.15978v1,QI,Name_x_Inst,-0.030952380952380953
text75-MATH-LONG-2511.22140v1,QI,Name_x_Inst,0.014285714285714235
text76-MATH-LONG-2602.20441v1,QI,Name_x_Inst,0.050000000000000065
text77-MATH-LONG-2601.20851v2,QI,Name_x_Inst,0.014285714285714271
text78-MATH-LONG-2512.17595v1,QI,Name_x_Inst,0.09047619047619039
text79-MATH-LONG-2512.10129v1,QI,Name_x_Inst,-0.02142857142857139
text80-MATH-LONG-2512.10507v1,QI,Name_x_Inst,0.03333333333333318
text01-BIO-SHORT-2505.02276v1,QI,Name_x_Bibliometrics,0.06666666666666667
text02-BIO-SHORT-2507.04575v1,QI,Name_x_Bibliometrics,-0.028571428571428564
text03-BIO-SHORT-2505.11568v3,QI,Name_x_Bibliometrics,-0.03571428571428573
text04-BIO-SHORT-2507.08385v1,QI,Name_x_Bibliometrics,-0.06666666666666664
text05-BIO-SHORT-2504.10973v1,QI,Name_x_Bibliometrics,0.09047619047619039
text06-BIO-SHORT-2506.14789v1,QI,Name_x_Bibliometrics,0.07380952380952376
text07-BIO-SHORT-2506.13576v3,QI,Name_x_Bibliometrics,-0.01190476190476201
text08-BIO-SHORT-2503.19923v2,QI,Name_x_Bibliometrics,-0.02857142857142859
text09-BIO-SHORT-2602.00019v1,QI,Name_x_Bibliometrics,0.03571428571428564
text10-BIO-SHORT-2506.13817v1,QI,Name_x_Bibliometrics,0.030952380952380936
text11-CS-SHORT-2506.09194v1,QI,Name_x_Bibliometrics,0.14523809523809536
text12-CS-SHORT-2512.19717v1,QI,Name_x_Bibliometrics,0.023809523809523798
text13-CS-SHORT-2510.04124v5,QI,Name_x_Bibliometrics,-0.011904761904761899
text14-CS-SHORT-2509.13349v2,QI,Name_x_Bibliometrics,0.007142857142857062
text15-CS-SHORT-2602.03870v1,QI,Name_x_Bibliometrics,-0.01428571428571429
text16-CS-SHORT-2509.06033v1,QI,Name_x_Bibliometrics,-0.07142857142857147
text17-CS-SHORT-2509.16294v1,QI,Name_x_Bibliometrics,0.0023809523809522983
text18-CS-SHORT-2507.09492v1,QI,Name_x_Bibliometrics,0.030952380952380936
text19-CS-SHORT-2509.14600v1,QI,Name_x_Bibliometrics,0.06666666666666654
text20-CS-SHORT-2503.14899v1,QI,Name_x_Bibliometrics,0.00714285714285721
